X_Coordinate,Y_Coordinate,GlacierName,GlacierID
340825,-2581925,Akullikassaap Sermia,S
340825,-2582675,Akullikassaap Sermia,S
340825,-2583425,Akullikassaap Sermia,S
340825,-2584175,Akullikassaap Sermia,S
340825,-2584925,Akullikassaap Sermia,S
340825,-2585675,Akullikassaap Sermia,S
340825,-2586425,Akullikassaap Sermia,S
340825,-2587175,Akullikassaap Sermia,S
340825,-2587925,Akullikassaap Sermia,S
340825,-2588675,Akullikassaap Sermia,S
340825,-2589425,Akullikassaap Sermia,S
340825,-2590175,Akullikassaap Sermia,S
340825,-2590925,Akullikassaap Sermia,S
340825,-2591675,Akullikassaap Sermia,S
340825,-2592425,Akullikassaap Sermia,S
340825,-2593175,Akullikassaap Sermia,S
340825,-2593925,Akullikassaap Sermia,S
340825,-2594675,Akullikassaap Sermia,S
340825,-2595425,Akullikassaap Sermia,S
340825,-2599925,Akullikassaap Sermia,S
340825,-2600675,Akullikassaap Sermia,S
340825,-2601425,Akullikassaap Sermia,S
340825,-2602175,Akullikassaap Sermia,S
341575,-2576675,Akullikassaap Sermia,S
341575,-2577425,Akullikassaap Sermia,S
341575,-2578175,Akullikassaap Sermia,S
341575,-2578925,Akullikassaap Sermia,S
341575,-2579675,Akullikassaap Sermia,S
341575,-2580425,Akullikassaap Sermia,S
341575,-2581175,Akullikassaap Sermia,S
341575,-2581925,Akullikassaap Sermia,S
341575,-2582675,Akullikassaap Sermia,S
341575,-2583425,Akullikassaap Sermia,S
341575,-2584175,Akullikassaap Sermia,S
341575,-2584925,Akullikassaap Sermia,S
341575,-2585675,Akullikassaap Sermia,S
341575,-2586425,Akullikassaap Sermia,S
341575,-2587175,Akullikassaap Sermia,S
341575,-2587925,Akullikassaap Sermia,S
341575,-2588675,Akullikassaap Sermia,S
341575,-2589425,Akullikassaap Sermia,S
341575,-2590175,Akullikassaap Sermia,S
341575,-2590925,Akullikassaap Sermia,S
341575,-2591675,Akullikassaap Sermia,S
341575,-2592425,Akullikassaap Sermia,S
341575,-2593175,Akullikassaap Sermia,S
341575,-2593925,Akullikassaap Sermia,S
341575,-2594675,Akullikassaap Sermia,S
342325,-2577425,Akullikassaap Sermia,S
342325,-2578175,Akullikassaap Sermia,S
342325,-2578925,Akullikassaap Sermia,S
342325,-2579675,Akullikassaap Sermia,S
342325,-2580425,Akullikassaap Sermia,S
342325,-2581175,Akullikassaap Sermia,S
342325,-2581925,Akullikassaap Sermia,S
342325,-2582675,Akullikassaap Sermia,S
342325,-2583425,Akullikassaap Sermia,S
342325,-2584175,Akullikassaap Sermia,S
342325,-2584925,Akullikassaap Sermia,S
342325,-2585675,Akullikassaap Sermia,S
342325,-2586425,Akullikassaap Sermia,S
342325,-2587175,Akullikassaap Sermia,S
342325,-2587925,Akullikassaap Sermia,S
342325,-2588675,Akullikassaap Sermia,S
342325,-2589425,Akullikassaap Sermia,S
342325,-2590175,Akullikassaap Sermia,S
342325,-2590925,Akullikassaap Sermia,S
342325,-2591675,Akullikassaap Sermia,S
342325,-2592425,Akullikassaap Sermia,S
343075,-2578175,Akullikassaap Sermia,S
343075,-2578925,Akullikassaap Sermia,S
343075,-2579675,Akullikassaap Sermia,S
343075,-2580425,Akullikassaap Sermia,S
343075,-2581175,Akullikassaap Sermia,S
343075,-2581925,Akullikassaap Sermia,S
343075,-2582675,Akullikassaap Sermia,S
343075,-2583425,Akullikassaap Sermia,S
343075,-2584175,Akullikassaap Sermia,S
343075,-2584925,Akullikassaap Sermia,S
343075,-2585675,Akullikassaap Sermia,S
343075,-2586425,Akullikassaap Sermia,S
343075,-2587175,Akullikassaap Sermia,S
343075,-2587925,Akullikassaap Sermia,S
343075,-2588675,Akullikassaap Sermia,S
343075,-2589425,Akullikassaap Sermia,S
343075,-2590175,Akullikassaap Sermia,S
343075,-2590925,Akullikassaap Sermia,S
343825,-2578925,Akullikassaap Sermia,S
343825,-2579675,Akullikassaap Sermia,S
343825,-2580425,Akullikassaap Sermia,S
343825,-2581175,Akullikassaap Sermia,S
343825,-2581925,Akullikassaap Sermia,S
343825,-2582675,Akullikassaap Sermia,S
343825,-2583425,Akullikassaap Sermia,S
343825,-2584175,Akullikassaap Sermia,S
343825,-2584925,Akullikassaap Sermia,S
343825,-2585675,Akullikassaap Sermia,S
343825,-2586425,Akullikassaap Sermia,S
343825,-2587175,Akullikassaap Sermia,S
343825,-2587925,Akullikassaap Sermia,S
343825,-2588675,Akullikassaap Sermia,S
343825,-2589425,Akullikassaap Sermia,S
344575,-2578925,Akullikassaap Sermia,S
344575,-2579675,Akullikassaap Sermia,S
344575,-2580425,Akullikassaap Sermia,S
344575,-2581175,Akullikassaap Sermia,S
344575,-2581925,Akullikassaap Sermia,S
344575,-2582675,Akullikassaap Sermia,S
344575,-2583425,Akullikassaap Sermia,S
344575,-2584175,Akullikassaap Sermia,S
344575,-2584925,Akullikassaap Sermia,S
344575,-2585675,Akullikassaap Sermia,S
344575,-2586425,Akullikassaap Sermia,S
344575,-2587175,Akullikassaap Sermia,S
344575,-2587925,Akullikassaap Sermia,S
344575,-2588675,Akullikassaap Sermia,S
345325,-2579675,Akullikassaap Sermia,S
345325,-2580425,Akullikassaap Sermia,S
345325,-2581175,Akullikassaap Sermia,S
345325,-2581925,Akullikassaap Sermia,S
345325,-2582675,Akullikassaap Sermia,S
345325,-2583425,Akullikassaap Sermia,S
345325,-2584175,Akullikassaap Sermia,S
345325,-2584925,Akullikassaap Sermia,S
345325,-2585675,Akullikassaap Sermia,S
345325,-2586425,Akullikassaap Sermia,S
345325,-2587175,Akullikassaap Sermia,S
345325,-2587925,Akullikassaap Sermia,S
346075,-2579675,Akullikassaap Sermia,S
346075,-2580425,Akullikassaap Sermia,S
346075,-2581175,Akullikassaap Sermia,S
346075,-2581925,Akullikassaap Sermia,S
346075,-2582675,Akullikassaap Sermia,S
346075,-2583425,Akullikassaap Sermia,S
346075,-2584175,Akullikassaap Sermia,S
346075,-2584925,Akullikassaap Sermia,S
346075,-2585675,Akullikassaap Sermia,S
346075,-2586425,Akullikassaap Sermia,S
346075,-2587175,Akullikassaap Sermia,S
346825,-2578925,Akullikassaap Sermia,S
346825,-2579675,Akullikassaap Sermia,S
346825,-2580425,Akullikassaap Sermia,S
346825,-2581175,Akullikassaap Sermia,S
346825,-2581925,Akullikassaap Sermia,S
346825,-2582675,Akullikassaap Sermia,S
346825,-2583425,Akullikassaap Sermia,S
346825,-2584175,Akullikassaap Sermia,S
346825,-2584925,Akullikassaap Sermia,S
346825,-2585675,Akullikassaap Sermia,S
346825,-2586425,Akullikassaap Sermia,S
347575,-2578925,Akullikassaap Sermia,S
347575,-2579675,Akullikassaap Sermia,S
347575,-2580425,Akullikassaap Sermia,S
347575,-2581175,Akullikassaap Sermia,S
347575,-2581925,Akullikassaap Sermia,S
347575,-2582675,Akullikassaap Sermia,S
347575,-2583425,Akullikassaap Sermia,S
347575,-2584175,Akullikassaap Sermia,S
348325,-2578175,Akullikassaap Sermia,S
348325,-2578925,Akullikassaap Sermia,S
348325,-2579675,Akullikassaap Sermia,S
348325,-2580425,Akullikassaap Sermia,S
348325,-2581175,Akullikassaap Sermia,S
348325,-2581925,Akullikassaap Sermia,S
348325,-2582675,Akullikassaap Sermia,S
349075,-2577425,Akullikassaap Sermia,S
349075,-2578175,Akullikassaap Sermia,S
349075,-2578925,Akullikassaap Sermia,S
349075,-2579675,Akullikassaap Sermia,S
349075,-2580425,Akullikassaap Sermia,S
349075,-2581175,Akullikassaap Sermia,S
349075,-2581925,Akullikassaap Sermia,S
349825,-2577425,Akullikassaap Sermia,S
349825,-2578175,Akullikassaap Sermia,S
349825,-2578925,Akullikassaap Sermia,S
349825,-2579675,Akullikassaap Sermia,S
349825,-2580425,Akullikassaap Sermia,S
349825,-2581175,Akullikassaap Sermia,S
350575,-2576675,Akullikassaap Sermia,S
350575,-2577425,Akullikassaap Sermia,S
350575,-2578175,Akullikassaap Sermia,S
350575,-2578925,Akullikassaap Sermia,S
350575,-2579675,Akullikassaap Sermia,S
350575,-2580425,Akullikassaap Sermia,S
350575,-2581175,Akullikassaap Sermia,S
351325,-2576675,Akullikassaap Sermia,S
351325,-2577425,Akullikassaap Sermia,S
351325,-2578175,Akullikassaap Sermia,S
351325,-2578925,Akullikassaap Sermia,S
351325,-2579675,Akullikassaap Sermia,S
351325,-2580425,Akullikassaap Sermia,S
352075,-2575925,Akullikassaap Sermia,S
352075,-2576675,Akullikassaap Sermia,S
352075,-2577425,Akullikassaap Sermia,S
352075,-2578175,Akullikassaap Sermia,S
352075,-2578925,Akullikassaap Sermia,S
352075,-2579675,Akullikassaap Sermia,S
352075,-2580425,Akullikassaap Sermia,S
352075,-2581175,Akullikassaap Sermia,S
352825,-2575925,Akullikassaap Sermia,S
352825,-2576675,Akullikassaap Sermia,S
352825,-2577425,Akullikassaap Sermia,S
352825,-2578175,Akullikassaap Sermia,S
352825,-2578925,Akullikassaap Sermia,S
352825,-2579675,Akullikassaap Sermia,S
352825,-2580425,Akullikassaap Sermia,S
353575,-2575175,Akullikassaap Sermia,S
353575,-2575925,Akullikassaap Sermia,S
353575,-2576675,Akullikassaap Sermia,S
353575,-2577425,Akullikassaap Sermia,S
353575,-2578175,Akullikassaap Sermia,S
353575,-2578925,Akullikassaap Sermia,S
353575,-2579675,Akullikassaap Sermia,S
354325,-2574425,Akullikassaap Sermia,S
354325,-2575175,Akullikassaap Sermia,S
354325,-2575925,Akullikassaap Sermia,S
354325,-2576675,Akullikassaap Sermia,S
354325,-2577425,Akullikassaap Sermia,S
354325,-2578175,Akullikassaap Sermia,S
354325,-2578925,Akullikassaap Sermia,S
355075,-2574425,Akullikassaap Sermia,S
355075,-2575175,Akullikassaap Sermia,S
355075,-2575925,Akullikassaap Sermia,S
355075,-2576675,Akullikassaap Sermia,S
355075,-2577425,Akullikassaap Sermia,S
355075,-2578175,Akullikassaap Sermia,S
355825,-2574425,Akullikassaap Sermia,S
355825,-2575175,Akullikassaap Sermia,S
355825,-2575925,Akullikassaap Sermia,S
355825,-2576675,Akullikassaap Sermia,S
355825,-2577425,Akullikassaap Sermia,S
356575,-2574425,Akullikassaap Sermia,S
356575,-2575175,Akullikassaap Sermia,S
356575,-2575925,Akullikassaap Sermia,S
356575,-2576675,Akullikassaap Sermia,S
356575,-2577425,Akullikassaap Sermia,S
357325,-2575175,Akullikassaap Sermia,S
357325,-2575925,Akullikassaap Sermia,S
357325,-2576675,Akullikassaap Sermia,S
357325,-2577425,Akullikassaap Sermia,S
358075,-2574425,Akullikassaap Sermia,S
358075,-2575175,Akullikassaap Sermia,S
358075,-2575925,Akullikassaap Sermia,S
358075,-2576675,Akullikassaap Sermia,S
358825,-2573675,Akullikassaap Sermia,S
358825,-2574425,Akullikassaap Sermia,S
358825,-2575175,Akullikassaap Sermia,S
358825,-2575925,Akullikassaap Sermia,S
358825,-2576675,Akullikassaap Sermia,S
359575,-2572175,Akullikassaap Sermia,S
359575,-2572925,Akullikassaap Sermia,S
359575,-2573675,Akullikassaap Sermia,S
359575,-2574425,Akullikassaap Sermia,S
359575,-2575175,Akullikassaap Sermia,S
359575,-2575925,Akullikassaap Sermia,S
359575,-2576675,Akullikassaap Sermia,S
359575,-2577425,Akullikassaap Sermia,S
360325,-2571425,Akullikassaap Sermia,S
360325,-2572175,Akullikassaap Sermia,S
360325,-2572925,Akullikassaap Sermia,S
360325,-2573675,Akullikassaap Sermia,S
360325,-2574425,Akullikassaap Sermia,S
360325,-2575175,Akullikassaap Sermia,S
360325,-2575925,Akullikassaap Sermia,S
361075,-2571425,Akullikassaap Sermia,S
361075,-2572175,Akullikassaap Sermia,S
361075,-2572925,Akullikassaap Sermia,S
361075,-2573675,Akullikassaap Sermia,S
361075,-2574425,Akullikassaap Sermia,S
361075,-2575175,Akullikassaap Sermia,S
361075,-2575925,Akullikassaap Sermia,S
361825,-2570675,Akullikassaap Sermia,S
361825,-2571425,Akullikassaap Sermia,S
361825,-2572175,Akullikassaap Sermia,S
361825,-2572925,Akullikassaap Sermia,S
361825,-2573675,Akullikassaap Sermia,S
361825,-2574425,Akullikassaap Sermia,S
361825,-2575175,Akullikassaap Sermia,S
362575,-2569925,Akullikassaap Sermia,S
362575,-2570675,Akullikassaap Sermia,S
362575,-2571425,Akullikassaap Sermia,S
362575,-2572175,Akullikassaap Sermia,S
362575,-2572925,Akullikassaap Sermia,S
362575,-2573675,Akullikassaap Sermia,S
362575,-2574425,Akullikassaap Sermia,S
363325,-2569175,Akullikassaap Sermia,S
363325,-2569925,Akullikassaap Sermia,S
363325,-2570675,Akullikassaap Sermia,S
363325,-2571425,Akullikassaap Sermia,S
363325,-2572175,Akullikassaap Sermia,S
363325,-2572925,Akullikassaap Sermia,S
363325,-2573675,Akullikassaap Sermia,S
364075,-2568425,Akullikassaap Sermia,S
364075,-2569175,Akullikassaap Sermia,S
364075,-2569925,Akullikassaap Sermia,S
364075,-2570675,Akullikassaap Sermia,S
364075,-2571425,Akullikassaap Sermia,S
364075,-2572175,Akullikassaap Sermia,S
364075,-2572925,Akullikassaap Sermia,S
364075,-2573675,Akullikassaap Sermia,S
364825,-2566925,Akullikassaap Sermia,S
364825,-2567675,Akullikassaap Sermia,S
364825,-2568425,Akullikassaap Sermia,S
364825,-2569175,Akullikassaap Sermia,S
364825,-2569925,Akullikassaap Sermia,S
364825,-2570675,Akullikassaap Sermia,S
364825,-2571425,Akullikassaap Sermia,S
364825,-2572175,Akullikassaap Sermia,S
365575,-2566175,Akullikassaap Sermia,S
365575,-2566925,Akullikassaap Sermia,S
365575,-2567675,Akullikassaap Sermia,S
365575,-2568425,Akullikassaap Sermia,S
365575,-2569175,Akullikassaap Sermia,S
365575,-2569925,Akullikassaap Sermia,S
365575,-2570675,Akullikassaap Sermia,S
365575,-2571425,Akullikassaap Sermia,S
366325,-2564675,Akullikassaap Sermia,S
366325,-2565425,Akullikassaap Sermia,S
366325,-2566175,Akullikassaap Sermia,S
366325,-2566925,Akullikassaap Sermia,S
366325,-2567675,Akullikassaap Sermia,S
366325,-2568425,Akullikassaap Sermia,S
366325,-2569175,Akullikassaap Sermia,S
366325,-2569925,Akullikassaap Sermia,S
367075,-2563925,Akullikassaap Sermia,S
367075,-2564675,Akullikassaap Sermia,S
367075,-2565425,Akullikassaap Sermia,S
367075,-2566175,Akullikassaap Sermia,S
367075,-2566925,Akullikassaap Sermia,S
367075,-2567675,Akullikassaap Sermia,S
367075,-2568425,Akullikassaap Sermia,S
367075,-2569175,Akullikassaap Sermia,S
367825,-2562425,Akullikassaap Sermia,S
367825,-2563175,Akullikassaap Sermia,S
367825,-2563925,Akullikassaap Sermia,S
367825,-2564675,Akullikassaap Sermia,S
367825,-2565425,Akullikassaap Sermia,S
367825,-2566175,Akullikassaap Sermia,S
367825,-2566925,Akullikassaap Sermia,S
367825,-2567675,Akullikassaap Sermia,S
368575,-2561675,Akullikassaap Sermia,S
368575,-2562425,Akullikassaap Sermia,S
368575,-2563175,Akullikassaap Sermia,S
368575,-2563925,Akullikassaap Sermia,S
368575,-2564675,Akullikassaap Sermia,S
368575,-2565425,Akullikassaap Sermia,S
368575,-2566175,Akullikassaap Sermia,S
368575,-2566925,Akullikassaap Sermia,S
369325,-2561675,Akullikassaap Sermia,S
369325,-2562425,Akullikassaap Sermia,S
369325,-2563175,Akullikassaap Sermia,S
369325,-2563925,Akullikassaap Sermia,S
369325,-2564675,Akullikassaap Sermia,S
369325,-2565425,Akullikassaap Sermia,S
370075,-2562425,Akullikassaap Sermia,S
370075,-2563175,Akullikassaap Sermia,S
370075,-2563925,Akullikassaap Sermia,S
544825,-1882175,Daugaard-Jensen Gletsjer,G
545575,-1881425,Daugaard-Jensen Gletsjer,G
545575,-1882175,Daugaard-Jensen Gletsjer,G
545575,-1882925,Daugaard-Jensen Gletsjer,G
546325,-1881425,Daugaard-Jensen Gletsjer,G
546325,-1882175,Daugaard-Jensen Gletsjer,G
546325,-1882925,Daugaard-Jensen Gletsjer,G
547075,-1881425,Daugaard-Jensen Gletsjer,G
547075,-1882175,Daugaard-Jensen Gletsjer,G
547075,-1882925,Daugaard-Jensen Gletsjer,G
547825,-1880675,Daugaard-Jensen Gletsjer,G
547825,-1881425,Daugaard-Jensen Gletsjer,G
547825,-1882175,Daugaard-Jensen Gletsjer,G
548575,-1876175,Daugaard-Jensen Gletsjer,G
548575,-1876925,Daugaard-Jensen Gletsjer,G
548575,-1880675,Daugaard-Jensen Gletsjer,G
548575,-1881425,Daugaard-Jensen Gletsjer,G
548575,-1882175,Daugaard-Jensen Gletsjer,G
549325,-1874675,Daugaard-Jensen Gletsjer,G
549325,-1875425,Daugaard-Jensen Gletsjer,G
549325,-1876175,Daugaard-Jensen Gletsjer,G
549325,-1876925,Daugaard-Jensen Gletsjer,G
549325,-1877675,Daugaard-Jensen Gletsjer,G
549325,-1879925,Daugaard-Jensen Gletsjer,G
549325,-1880675,Daugaard-Jensen Gletsjer,G
549325,-1881425,Daugaard-Jensen Gletsjer,G
549325,-1882175,Daugaard-Jensen Gletsjer,G
550075,-1875425,Daugaard-Jensen Gletsjer,G
550075,-1876175,Daugaard-Jensen Gletsjer,G
550075,-1876925,Daugaard-Jensen Gletsjer,G
550075,-1877675,Daugaard-Jensen Gletsjer,G
550075,-1878425,Daugaard-Jensen Gletsjer,G
550075,-1879175,Daugaard-Jensen Gletsjer,G
550075,-1879925,Daugaard-Jensen Gletsjer,G
550075,-1880675,Daugaard-Jensen Gletsjer,G
550075,-1881425,Daugaard-Jensen Gletsjer,G
550825,-1876175,Daugaard-Jensen Gletsjer,G
550825,-1876925,Daugaard-Jensen Gletsjer,G
550825,-1877675,Daugaard-Jensen Gletsjer,G
550825,-1878425,Daugaard-Jensen Gletsjer,G
550825,-1879175,Daugaard-Jensen Gletsjer,G
550825,-1879925,Daugaard-Jensen Gletsjer,G
550825,-1880675,Daugaard-Jensen Gletsjer,G
550825,-1881425,Daugaard-Jensen Gletsjer,G
551575,-1876925,Daugaard-Jensen Gletsjer,G
551575,-1877675,Daugaard-Jensen Gletsjer,G
551575,-1878425,Daugaard-Jensen Gletsjer,G
551575,-1879175,Daugaard-Jensen Gletsjer,G
551575,-1879925,Daugaard-Jensen Gletsjer,G
551575,-1880675,Daugaard-Jensen Gletsjer,G
551575,-1881425,Daugaard-Jensen Gletsjer,G
552325,-1877675,Daugaard-Jensen Gletsjer,G
552325,-1878425,Daugaard-Jensen Gletsjer,G
552325,-1879175,Daugaard-Jensen Gletsjer,G
552325,-1879925,Daugaard-Jensen Gletsjer,G
552325,-1880675,Daugaard-Jensen Gletsjer,G
552325,-1881425,Daugaard-Jensen Gletsjer,G
553075,-1877675,Daugaard-Jensen Gletsjer,G
553075,-1878425,Daugaard-Jensen Gletsjer,G
553075,-1879175,Daugaard-Jensen Gletsjer,G
553075,-1879925,Daugaard-Jensen Gletsjer,G
553075,-1880675,Daugaard-Jensen Gletsjer,G
553075,-1881425,Daugaard-Jensen Gletsjer,G
553825,-1878425,Daugaard-Jensen Gletsjer,G
553825,-1879175,Daugaard-Jensen Gletsjer,G
553825,-1879925,Daugaard-Jensen Gletsjer,G
553825,-1880675,Daugaard-Jensen Gletsjer,G
553825,-1881425,Daugaard-Jensen Gletsjer,G
554575,-1879175,Daugaard-Jensen Gletsjer,G
554575,-1879925,Daugaard-Jensen Gletsjer,G
554575,-1880675,Daugaard-Jensen Gletsjer,G
554575,-1881425,Daugaard-Jensen Gletsjer,G
554575,-1882175,Daugaard-Jensen Gletsjer,G
555325,-1879925,Daugaard-Jensen Gletsjer,G
555325,-1880675,Daugaard-Jensen Gletsjer,G
555325,-1881425,Daugaard-Jensen Gletsjer,G
555325,-1882175,Daugaard-Jensen Gletsjer,G
556075,-1879925,Daugaard-Jensen Gletsjer,G
556075,-1880675,Daugaard-Jensen Gletsjer,G
556075,-1881425,Daugaard-Jensen Gletsjer,G
556075,-1882175,Daugaard-Jensen Gletsjer,G
556075,-1882925,Daugaard-Jensen Gletsjer,G
556825,-1879925,Daugaard-Jensen Gletsjer,G
556825,-1880675,Daugaard-Jensen Gletsjer,G
556825,-1881425,Daugaard-Jensen Gletsjer,G
556825,-1882175,Daugaard-Jensen Gletsjer,G
556825,-1882925,Daugaard-Jensen Gletsjer,G
557575,-1879925,Daugaard-Jensen Gletsjer,G
557575,-1880675,Daugaard-Jensen Gletsjer,G
557575,-1881425,Daugaard-Jensen Gletsjer,G
557575,-1882175,Daugaard-Jensen Gletsjer,G
557575,-1882925,Daugaard-Jensen Gletsjer,G
558325,-1879925,Daugaard-Jensen Gletsjer,G
558325,-1880675,Daugaard-Jensen Gletsjer,G
558325,-1881425,Daugaard-Jensen Gletsjer,G
558325,-1882175,Daugaard-Jensen Gletsjer,G
558325,-1882925,Daugaard-Jensen Gletsjer,G
558325,-1891175,Daugaard-Jensen Gletsjer,G
559075,-1880675,Daugaard-Jensen Gletsjer,G
559075,-1881425,Daugaard-Jensen Gletsjer,G
559075,-1882175,Daugaard-Jensen Gletsjer,G
559075,-1882925,Daugaard-Jensen Gletsjer,G
559075,-1883675,Daugaard-Jensen Gletsjer,G
559075,-1890425,Daugaard-Jensen Gletsjer,G
559075,-1891175,Daugaard-Jensen Gletsjer,G
559075,-1891925,Daugaard-Jensen Gletsjer,G
559075,-1892675,Daugaard-Jensen Gletsjer,G
559075,-1893425,Daugaard-Jensen Gletsjer,G
559825,-1880675,Daugaard-Jensen Gletsjer,G
559825,-1881425,Daugaard-Jensen Gletsjer,G
559825,-1882175,Daugaard-Jensen Gletsjer,G
559825,-1882925,Daugaard-Jensen Gletsjer,G
559825,-1883675,Daugaard-Jensen Gletsjer,G
559825,-1889675,Daugaard-Jensen Gletsjer,G
559825,-1890425,Daugaard-Jensen Gletsjer,G
559825,-1891175,Daugaard-Jensen Gletsjer,G
559825,-1891925,Daugaard-Jensen Gletsjer,G
559825,-1892675,Daugaard-Jensen Gletsjer,G
559825,-1893425,Daugaard-Jensen Gletsjer,G
559825,-1894175,Daugaard-Jensen Gletsjer,G
559825,-1894925,Daugaard-Jensen Gletsjer,G
560575,-1880675,Daugaard-Jensen Gletsjer,G
560575,-1881425,Daugaard-Jensen Gletsjer,G
560575,-1882175,Daugaard-Jensen Gletsjer,G
560575,-1882925,Daugaard-Jensen Gletsjer,G
560575,-1883675,Daugaard-Jensen Gletsjer,G
560575,-1884425,Daugaard-Jensen Gletsjer,G
560575,-1889675,Daugaard-Jensen Gletsjer,G
560575,-1890425,Daugaard-Jensen Gletsjer,G
560575,-1891175,Daugaard-Jensen Gletsjer,G
560575,-1891925,Daugaard-Jensen Gletsjer,G
560575,-1892675,Daugaard-Jensen Gletsjer,G
560575,-1893425,Daugaard-Jensen Gletsjer,G
560575,-1894175,Daugaard-Jensen Gletsjer,G
560575,-1894925,Daugaard-Jensen Gletsjer,G
560575,-1895675,Daugaard-Jensen Gletsjer,G
560575,-1896425,Daugaard-Jensen Gletsjer,G
561325,-1881425,Daugaard-Jensen Gletsjer,G
561325,-1882175,Daugaard-Jensen Gletsjer,G
561325,-1882925,Daugaard-Jensen Gletsjer,G
561325,-1883675,Daugaard-Jensen Gletsjer,G
561325,-1884425,Daugaard-Jensen Gletsjer,G
561325,-1885175,Daugaard-Jensen Gletsjer,G
561325,-1888925,Daugaard-Jensen Gletsjer,G
561325,-1889675,Daugaard-Jensen Gletsjer,G
561325,-1890425,Daugaard-Jensen Gletsjer,G
561325,-1891175,Daugaard-Jensen Gletsjer,G
561325,-1891925,Daugaard-Jensen Gletsjer,G
561325,-1892675,Daugaard-Jensen Gletsjer,G
561325,-1893425,Daugaard-Jensen Gletsjer,G
561325,-1894175,Daugaard-Jensen Gletsjer,G
561325,-1894925,Daugaard-Jensen Gletsjer,G
561325,-1895675,Daugaard-Jensen Gletsjer,G
562075,-1881425,Daugaard-Jensen Gletsjer,G
562075,-1882175,Daugaard-Jensen Gletsjer,G
562075,-1882925,Daugaard-Jensen Gletsjer,G
562075,-1883675,Daugaard-Jensen Gletsjer,G
562075,-1884425,Daugaard-Jensen Gletsjer,G
562075,-1885175,Daugaard-Jensen Gletsjer,G
562075,-1885925,Daugaard-Jensen Gletsjer,G
562075,-1886675,Daugaard-Jensen Gletsjer,G
562075,-1888175,Daugaard-Jensen Gletsjer,G
562075,-1888925,Daugaard-Jensen Gletsjer,G
562075,-1889675,Daugaard-Jensen Gletsjer,G
562075,-1890425,Daugaard-Jensen Gletsjer,G
562075,-1891175,Daugaard-Jensen Gletsjer,G
562075,-1891925,Daugaard-Jensen Gletsjer,G
562075,-1892675,Daugaard-Jensen Gletsjer,G
562075,-1893425,Daugaard-Jensen Gletsjer,G
562075,-1894175,Daugaard-Jensen Gletsjer,G
562075,-1894925,Daugaard-Jensen Gletsjer,G
562825,-1882175,Daugaard-Jensen Gletsjer,G
562825,-1882925,Daugaard-Jensen Gletsjer,G
562825,-1883675,Daugaard-Jensen Gletsjer,G
562825,-1884425,Daugaard-Jensen Gletsjer,G
562825,-1885175,Daugaard-Jensen Gletsjer,G
562825,-1885925,Daugaard-Jensen Gletsjer,G
562825,-1886675,Daugaard-Jensen Gletsjer,G
562825,-1887425,Daugaard-Jensen Gletsjer,G
562825,-1888175,Daugaard-Jensen Gletsjer,G
562825,-1888925,Daugaard-Jensen Gletsjer,G
562825,-1889675,Daugaard-Jensen Gletsjer,G
562825,-1890425,Daugaard-Jensen Gletsjer,G
562825,-1891175,Daugaard-Jensen Gletsjer,G
562825,-1891925,Daugaard-Jensen Gletsjer,G
562825,-1892675,Daugaard-Jensen Gletsjer,G
562825,-1893425,Daugaard-Jensen Gletsjer,G
562825,-1894175,Daugaard-Jensen Gletsjer,G
562825,-1894925,Daugaard-Jensen Gletsjer,G
563575,-1882175,Daugaard-Jensen Gletsjer,G
563575,-1882925,Daugaard-Jensen Gletsjer,G
563575,-1883675,Daugaard-Jensen Gletsjer,G
563575,-1884425,Daugaard-Jensen Gletsjer,G
563575,-1885175,Daugaard-Jensen Gletsjer,G
563575,-1885925,Daugaard-Jensen Gletsjer,G
563575,-1886675,Daugaard-Jensen Gletsjer,G
563575,-1887425,Daugaard-Jensen Gletsjer,G
563575,-1888175,Daugaard-Jensen Gletsjer,G
563575,-1888925,Daugaard-Jensen Gletsjer,G
563575,-1889675,Daugaard-Jensen Gletsjer,G
563575,-1890425,Daugaard-Jensen Gletsjer,G
563575,-1891175,Daugaard-Jensen Gletsjer,G
563575,-1891925,Daugaard-Jensen Gletsjer,G
563575,-1892675,Daugaard-Jensen Gletsjer,G
563575,-1893425,Daugaard-Jensen Gletsjer,G
563575,-1894175,Daugaard-Jensen Gletsjer,G
563575,-1894925,Daugaard-Jensen Gletsjer,G
564325,-1882925,Daugaard-Jensen Gletsjer,G
564325,-1883675,Daugaard-Jensen Gletsjer,G
564325,-1884425,Daugaard-Jensen Gletsjer,G
564325,-1885175,Daugaard-Jensen Gletsjer,G
564325,-1885925,Daugaard-Jensen Gletsjer,G
564325,-1886675,Daugaard-Jensen Gletsjer,G
564325,-1887425,Daugaard-Jensen Gletsjer,G
564325,-1888175,Daugaard-Jensen Gletsjer,G
564325,-1888925,Daugaard-Jensen Gletsjer,G
564325,-1889675,Daugaard-Jensen Gletsjer,G
564325,-1890425,Daugaard-Jensen Gletsjer,G
564325,-1891175,Daugaard-Jensen Gletsjer,G
564325,-1891925,Daugaard-Jensen Gletsjer,G
564325,-1892675,Daugaard-Jensen Gletsjer,G
564325,-1893425,Daugaard-Jensen Gletsjer,G
564325,-1894175,Daugaard-Jensen Gletsjer,G
565075,-1883675,Daugaard-Jensen Gletsjer,G
565075,-1884425,Daugaard-Jensen Gletsjer,G
565075,-1885175,Daugaard-Jensen Gletsjer,G
